DATA_MC|KOD_WOJ|NAME|PLEC|WIEK|LICZBA
2020-04|02|WOJ. DOLNOŒL¥SKIE|M|38|1
2020-04|02|WOJ. DOLNOŒL¥SKIE|M|31|1
2020-04|02|WOJ. DOLNOŒL¥SKIE|M|29|1
2020-04|02|WOJ. DOLNOŒL¥SKIE|M|33|1
2020-04|04|WOJ. KUJAWSKO-POMORSKIE|K|22|2
2020-04|04|WOJ. KUJAWSKO-POMORSKIE|K|44|1
2020-04|04|WOJ. KUJAWSKO-POMORSKIE|K|29|1
2020-04|04|WOJ. KUJAWSKO-POMORSKIE|K|24|2
2020-04|04|WOJ. KUJAWSKO-POMORSKIE|K|38|1
2020-04|04|WOJ. KUJAWSKO-POMORSKIE|K|28|1
2020-04|04|WOJ. KUJAWSKO-POMORSKIE|K|20|4
2020-04|04|WOJ. KUJAWSKO-POMORSKIE|K|19|5
2020-04|04|WOJ. KUJAWSKO-POMORSKIE|K|37|1
2020-04|04|WOJ. KUJAWSKO-POMORSKIE|K|31|2
2020-04|04|WOJ. KUJAWSKO-POMORSKIE|K|25|2
2020-04|04|WOJ. KUJAWSKO-POMORSKIE|K|18|3
2020-04|04|WOJ. KUJAWSKO-POMORSKIE|M|30|1
2020-04|04|WOJ. KUJAWSKO-POMORSKIE|M|27|1
2020-04|04|WOJ. KUJAWSKO-POMORSKIE|M|19|5
2020-04|04|WOJ. KUJAWSKO-POMORSKIE|M|24|1
2020-04|04|WOJ. KUJAWSKO-POMORSKIE|M|38|1
2020-04|04|WOJ. KUJAWSKO-POMORSKIE|M|21|1
2020-04|04|WOJ. KUJAWSKO-POMORSKIE|M|18|2
2020-04|06|WOJ. LUBELSKIE|K|19|2
2020-04|06|WOJ. LUBELSKIE|K|37|1
2020-04|06|WOJ. LUBELSKIE|K|28|1
2020-04|06|WOJ. LUBELSKIE|K|24|1
2020-04|06|WOJ. LUBELSKIE|K|42|1
2020-04|06|WOJ. LUBELSKIE|K|20|1
2020-04|06|WOJ. LUBELSKIE|K|18|4
2020-04|06|WOJ. LUBELSKIE|M|31|1
2020-04|06|WOJ. LUBELSKIE|M|22|1
2020-04|06|WOJ. LUBELSKIE|M|20|1
2020-04|06|WOJ. LUBELSKIE|M|19|5
2020-04|06|WOJ. LUBELSKIE|M|55|1
2020-04|06|WOJ. LUBELSKIE|M|25|1
2020-04|06|WOJ. LUBELSKIE|M|18|10
2020-04|08|WOJ. LUBUSKIE|K|27|2
2020-04|08|WOJ. LUBUSKIE|K|26|2
2020-04|08|WOJ. LUBUSKIE|K|37|1
2020-04|08|WOJ. LUBUSKIE|K|47|1
2020-04|08|WOJ. LUBUSKIE|K|21|1
2020-04|08|WOJ. LUBUSKIE|K|28|1
2020-04|08|WOJ. LUBUSKIE|K|22|2
2020-04|08|WOJ. LUBUSKIE|K|20|1
2020-04|08|WOJ. LUBUSKIE|K|48|1
2020-04|08|WOJ. LUBUSKIE|K|19|4
2020-04|08|WOJ. LUBUSKIE|K|18|3
2020-04|08|WOJ. LUBUSKIE|M|21|2
2020-04|08|WOJ. LUBUSKIE|M|22|1
2020-04|08|WOJ. LUBUSKIE|M|23|1
2020-04|08|WOJ. LUBUSKIE|M|20|3
2020-04|08|WOJ. LUBUSKIE|M|18|1
2020-04|08|WOJ. LUBUSKIE|M|19|3
2020-04|08|WOJ. LUBUSKIE|M|25|1
2020-04|10|WOJ. £ÓDZKIE|K|38|1
2020-04|10|WOJ. £ÓDZKIE|K|36|1
2020-04|10|WOJ. £ÓDZKIE|K|20|2
2020-04|10|WOJ. £ÓDZKIE|K|19|4
2020-04|10|WOJ. £ÓDZKIE|K|61|1
2020-04|10|WOJ. £ÓDZKIE|K|25|1
2020-04|10|WOJ. £ÓDZKIE|K|24|1
2020-04|10|WOJ. £ÓDZKIE|K|30|1
2020-04|10|WOJ. £ÓDZKIE|K|21|1
2020-04|10|WOJ. £ÓDZKIE|K|18|2
2020-04|10|WOJ. £ÓDZKIE|K|40|1
2020-04|10|WOJ. £ÓDZKIE|K|45|2
2020-04|10|WOJ. £ÓDZKIE|K|46|1
2020-04|10|WOJ. £ÓDZKIE|M|23|1
2020-04|10|WOJ. £ÓDZKIE|M|27|1
2020-04|10|WOJ. £ÓDZKIE|M|26|1
2020-04|10|WOJ. £ÓDZKIE|M|28|1
2020-04|10|WOJ. £ÓDZKIE|M|19|4
2020-04|10|WOJ. £ÓDZKIE|M|18|11
2020-04|10|WOJ. £ÓDZKIE|M|59|1
2020-04|10|WOJ. £ÓDZKIE|M|25|1
2020-04|12|WOJ. MA£OPOLSKIE|K|27|1
2020-04|12|WOJ. MA£OPOLSKIE|K|25|1
2020-04|12|WOJ. MA£OPOLSKIE|K|28|1
2020-04|12|WOJ. MA£OPOLSKIE|K|33|2
2020-04|12|WOJ. MA£OPOLSKIE|K|24|2
2020-04|12|WOJ. MA£OPOLSKIE|K|21|2
2020-04|12|WOJ. MA£OPOLSKIE|K|18|2
2020-04|12|WOJ. MA£OPOLSKIE|K|19|4
2020-04|12|WOJ. MA£OPOLSKIE|K|20|3
2020-04|12|WOJ. MA£OPOLSKIE|K|22|1
2020-04|12|WOJ. MA£OPOLSKIE|M|18|1
2020-04|12|WOJ. MA£OPOLSKIE|M|36|1
2020-04|12|WOJ. MA£OPOLSKIE|M|26|1
2020-04|12|WOJ. MA£OPOLSKIE|M|19|11
2020-04|12|WOJ. MA£OPOLSKIE|M|20|1
2020-04|14|WOJ. MAZOWIECKIE|K|19|13
2020-04|14|WOJ. MAZOWIECKIE|K|27|3
2020-04|14|WOJ. MAZOWIECKIE|K|22|1
2020-04|14|WOJ. MAZOWIECKIE|K|26|1
2020-04|14|WOJ. MAZOWIECKIE|K|28|2
2020-04|14|WOJ. MAZOWIECKIE|K|37|2
2020-04|14|WOJ. MAZOWIECKIE|K|29|3
2020-04|14|WOJ. MAZOWIECKIE|K|21|1
2020-04|14|WOJ. MAZOWIECKIE|K|31|1
2020-04|14|WOJ. MAZOWIECKIE|K|24|4
2020-04|14|WOJ. MAZOWIECKIE|K|20|6
2020-04|14|WOJ. MAZOWIECKIE|K|18|5
2020-04|14|WOJ. MAZOWIECKIE|K|34|1
2020-04|14|WOJ. MAZOWIECKIE|K|23|1
2020-04|14|WOJ. MAZOWIECKIE|K|30|1
2020-04|14|WOJ. MAZOWIECKIE|K|39|1
2020-04|14|WOJ. MAZOWIECKIE|K|36|2
2020-04|14|WOJ. MAZOWIECKIE|K|38|3
2020-04|14|WOJ. MAZOWIECKIE|K|33|1
2020-04|14|WOJ. MAZOWIECKIE|K|50|1
2020-04|14|WOJ. MAZOWIECKIE|M|27|3
2020-04|14|WOJ. MAZOWIECKIE|M|29|1
2020-04|14|WOJ. MAZOWIECKIE|M|22|2
2020-04|14|WOJ. MAZOWIECKIE|M|33|1
2020-04|14|WOJ. MAZOWIECKIE|M|28|1
2020-04|14|WOJ. MAZOWIECKIE|M|16|1
2020-04|14|WOJ. MAZOWIECKIE|M|20|13
2020-04|14|WOJ. MAZOWIECKIE|M|32|2
2020-04|14|WOJ. MAZOWIECKIE|M|18|9
2020-04|14|WOJ. MAZOWIECKIE|M|35|1
2020-04|14|WOJ. MAZOWIECKIE|M|34|1
2020-04|14|WOJ. MAZOWIECKIE|M|17|3
2020-04|14|WOJ. MAZOWIECKIE|M|23|2
2020-04|14|WOJ. MAZOWIECKIE|M|30|2
2020-04|14|WOJ. MAZOWIECKIE|M|26|1
2020-04|14|WOJ. MAZOWIECKIE|M|24|3
2020-04|14|WOJ. MAZOWIECKIE|M|19|20
2020-04|14|WOJ. MAZOWIECKIE|M|25|2
2020-04|14|WOJ. MAZOWIECKIE|M|21|1
2020-04|14|WOJ. MAZOWIECKIE|M|47|1
2020-04|16|WOJ. OPOLSKIE|K|18|1
2020-04|16|WOJ. OPOLSKIE|K|19|4
2020-04|16|WOJ. OPOLSKIE|K|16|1
2020-04|16|WOJ. OPOLSKIE|K|26|1
2020-04|16|WOJ. OPOLSKIE|K|20|2
2020-04|16|WOJ. OPOLSKIE|K|27|1
2020-04|16|WOJ. OPOLSKIE|K|44|1
2020-04|16|WOJ. OPOLSKIE|K|24|1
2020-04|16|WOJ. OPOLSKIE|M|17|1
2020-04|16|WOJ. OPOLSKIE|M|23|2
2020-04|16|WOJ. OPOLSKIE|M|16|1
2020-04|16|WOJ. OPOLSKIE|M|25|1
2020-04|16|WOJ. OPOLSKIE|M|33|1
2020-04|16|WOJ. OPOLSKIE|M|18|6
2020-04|16|WOJ. OPOLSKIE|M|34|1
2020-04|16|WOJ. OPOLSKIE|M|45|1
2020-04|16|WOJ. OPOLSKIE|M|24|1
2020-04|18|WOJ. PODKARPACKIE|K|31|1
2020-04|18|WOJ. PODKARPACKIE|K|35|1
2020-04|18|WOJ. PODKARPACKIE|K|19|5
2020-04|18|WOJ. PODKARPACKIE|K|18|9
2020-04|18|WOJ. PODKARPACKIE|K|34|1
2020-04|18|WOJ. PODKARPACKIE|K|20|1
2020-04|18|WOJ. PODKARPACKIE|K|26|2
2020-04|18|WOJ. PODKARPACKIE|K|36|1
2020-04|18|WOJ. PODKARPACKIE|K|21|2
2020-04|18|WOJ. PODKARPACKIE|M|18|11
2020-04|18|WOJ. PODKARPACKIE|M|27|1
2020-04|18|WOJ. PODKARPACKIE|M|23|1
2020-04|18|WOJ. PODKARPACKIE|M|19|4
2020-04|18|WOJ. PODKARPACKIE|M|24|1
2020-04|20|WOJ. PODLASKIE|K|20|1
2020-04|20|WOJ. PODLASKIE|K|19|3
2020-04|20|WOJ. PODLASKIE|K|29|1
2020-04|20|WOJ. PODLASKIE|K|34|2
2020-04|20|WOJ. PODLASKIE|K|18|5
2020-04|20|WOJ. PODLASKIE|M|19|5
2020-04|20|WOJ. PODLASKIE|M|18|11
2020-04|20|WOJ. PODLASKIE|M|39|1
2020-04|20|WOJ. PODLASKIE|M|41|1
2020-04|20|WOJ. PODLASKIE|M|16|1
2020-04|20|WOJ. PODLASKIE|M|28|1
2020-04|20|WOJ. PODLASKIE|M|29|1
2020-04|20|WOJ. PODLASKIE|M|37|1
2020-04|20|WOJ. PODLASKIE|M|20|1
2020-04|22|WOJ. POMORSKIE|K|23|1
2020-04|22|WOJ. POMORSKIE|K|19|4
2020-04|22|WOJ. POMORSKIE|K|44|1
2020-04|22|WOJ. POMORSKIE|K|28|1
2020-04|22|WOJ. POMORSKIE|K|22|1
2020-04|22|WOJ. POMORSKIE|K|29|1
2020-04|22|WOJ. POMORSKIE|K|18|2
2020-04|22|WOJ. POMORSKIE|K|21|1
2020-04|22|WOJ. POMORSKIE|K|24|2
2020-04|22|WOJ. POMORSKIE|M|20|3
2020-04|22|WOJ. POMORSKIE|M|19|4
2020-04|22|WOJ. POMORSKIE|M|18|6
2020-04|22|WOJ. POMORSKIE|M|25|1
2020-04|22|WOJ. POMORSKIE|M|27|2
2020-04|22|WOJ. POMORSKIE|M|22|2
2020-04|22|WOJ. POMORSKIE|M|36|2
2020-04|22|WOJ. POMORSKIE|M|24|2
2020-04|24|WOJ. ŒL¥SKIE|K|19|4
2020-04|24|WOJ. ŒL¥SKIE|K|20|4
2020-04|24|WOJ. ŒL¥SKIE|K|46|1
2020-04|24|WOJ. ŒL¥SKIE|K|21|1
2020-04|24|WOJ. ŒL¥SKIE|K|33|1
2020-04|24|WOJ. ŒL¥SKIE|K|31|1
2020-04|24|WOJ. ŒL¥SKIE|K|37|1
2020-04|24|WOJ. ŒL¥SKIE|K|30|2
2020-04|24|WOJ. ŒL¥SKIE|K|34|2
2020-04|24|WOJ. ŒL¥SKIE|K|25|3
2020-04|24|WOJ. ŒL¥SKIE|K|18|2
2020-04|24|WOJ. ŒL¥SKIE|M|20|1
2020-04|24|WOJ. ŒL¥SKIE|M|27|1
2020-04|24|WOJ. ŒL¥SKIE|M|26|1
2020-04|24|WOJ. ŒL¥SKIE|M|57|1
2020-04|24|WOJ. ŒL¥SKIE|M|21|1
2020-04|24|WOJ. ŒL¥SKIE|M|25|2
2020-04|24|WOJ. ŒL¥SKIE|M|32|1
2020-04|24|WOJ. ŒL¥SKIE|M|22|1
2020-04|24|WOJ. ŒL¥SKIE|M|19|4
2020-04|24|WOJ. ŒL¥SKIE|M|24|1
2020-04|24|WOJ. ŒL¥SKIE|M|23|1
2020-04|24|WOJ. ŒL¥SKIE|M|44|1
2020-04|24|WOJ. ŒL¥SKIE|M|34|1
2020-04|24|WOJ. ŒL¥SKIE|M|29|2
2020-04|24|WOJ. ŒL¥SKIE|M|18|7
2020-04|26|WOJ. ŒWIÊTOKRZYSKIE|K|24|1
2020-04|26|WOJ. ŒWIÊTOKRZYSKIE|K|22|1
2020-04|26|WOJ. ŒWIÊTOKRZYSKIE|K|25|1
2020-04|26|WOJ. ŒWIÊTOKRZYSKIE|K|30|1
2020-04|26|WOJ. ŒWIÊTOKRZYSKIE|K|27|1
2020-04|26|WOJ. ŒWIÊTOKRZYSKIE|K|19|4
2020-04|26|WOJ. ŒWIÊTOKRZYSKIE|K|39|1
2020-04|26|WOJ. ŒWIÊTOKRZYSKIE|K|35|1
2020-04|26|WOJ. ŒWIÊTOKRZYSKIE|K|20|1
2020-04|26|WOJ. ŒWIÊTOKRZYSKIE|K|18|1
2020-04|26|WOJ. ŒWIÊTOKRZYSKIE|K|34|1
2020-04|26|WOJ. ŒWIÊTOKRZYSKIE|M|75|2
2020-04|26|WOJ. ŒWIÊTOKRZYSKIE|M|39|1
2020-04|26|WOJ. ŒWIÊTOKRZYSKIE|M|19|3
2020-04|26|WOJ. ŒWIÊTOKRZYSKIE|M|18|4
2020-04|26|WOJ. ŒWIÊTOKRZYSKIE|M|16|1
2020-04|26|WOJ. ŒWIÊTOKRZYSKIE|M|25|1
2020-04|26|WOJ. ŒWIÊTOKRZYSKIE|M|34|1
2020-04|28|WOJ. WARMIÑSKO-MAZURSKIE|K|18|1
2020-04|28|WOJ. WARMIÑSKO-MAZURSKIE|K|41|1
2020-04|28|WOJ. WARMIÑSKO-MAZURSKIE|K|19|2
2020-04|28|WOJ. WARMIÑSKO-MAZURSKIE|K|22|1
2020-04|28|WOJ. WARMIÑSKO-MAZURSKIE|K|31|1
2020-04|28|WOJ. WARMIÑSKO-MAZURSKIE|K|21|1
2020-04|28|WOJ. WARMIÑSKO-MAZURSKIE|K|20|1
2020-04|28|WOJ. WARMIÑSKO-MAZURSKIE|M|25|1
2020-04|28|WOJ. WARMIÑSKO-MAZURSKIE|M|18|4
2020-04|28|WOJ. WARMIÑSKO-MAZURSKIE|M|62|1
2020-04|28|WOJ. WARMIÑSKO-MAZURSKIE|M|19|3
2020-04|28|WOJ. WARMIÑSKO-MAZURSKIE|M|56|1
2020-04|28|WOJ. WARMIÑSKO-MAZURSKIE|M|34|1
2020-04|28|WOJ. WARMIÑSKO-MAZURSKIE|M|41|1
2020-04|28|WOJ. WARMIÑSKO-MAZURSKIE|M|30|2
2020-04|28|WOJ. WARMIÑSKO-MAZURSKIE|M|21|1
2020-04|30|WOJ. WIELKOPOLSKIE|K|22|2
2020-04|30|WOJ. WIELKOPOLSKIE|K|30|1
2020-04|30|WOJ. WIELKOPOLSKIE|K|32|1
2020-04|30|WOJ. WIELKOPOLSKIE|K|35|1
2020-04|30|WOJ. WIELKOPOLSKIE|K|34|1
2020-04|30|WOJ. WIELKOPOLSKIE|K|25|1
2020-04|30|WOJ. WIELKOPOLSKIE|K|28|1
2020-04|30|WOJ. WIELKOPOLSKIE|K|24|1
2020-04|30|WOJ. WIELKOPOLSKIE|K|31|1
2020-04|30|WOJ. WIELKOPOLSKIE|K|23|1
2020-04|30|WOJ. WIELKOPOLSKIE|K|20|1
2020-04|30|WOJ. WIELKOPOLSKIE|K|18|4
2020-04|30|WOJ. WIELKOPOLSKIE|K|19|11
2020-04|30|WOJ. WIELKOPOLSKIE|K|17|1
2020-04|30|WOJ. WIELKOPOLSKIE|K|21|2
2020-04|30|WOJ. WIELKOPOLSKIE|M|23|1
2020-04|30|WOJ. WIELKOPOLSKIE|M|38|1
2020-04|30|WOJ. WIELKOPOLSKIE|M|26|2
2020-04|30|WOJ. WIELKOPOLSKIE|M|18|15
2020-04|30|WOJ. WIELKOPOLSKIE|M|47|1
2020-04|30|WOJ. WIELKOPOLSKIE|M|15|1
2020-04|30|WOJ. WIELKOPOLSKIE|M|20|2
2020-04|30|WOJ. WIELKOPOLSKIE|M|42|1
2020-04|30|WOJ. WIELKOPOLSKIE|M|21|1
2020-04|30|WOJ. WIELKOPOLSKIE|M|45|1
2020-04|30|WOJ. WIELKOPOLSKIE|M|22|2
2020-04|30|WOJ. WIELKOPOLSKIE|M|32|1
2020-04|30|WOJ. WIELKOPOLSKIE|M|27|6
2020-04|30|WOJ. WIELKOPOLSKIE|M|19|11
2020-04|30|WOJ. WIELKOPOLSKIE|M|25|1
2020-04|32|WOJ. ZACHODNIOPOMORSKIE|K|42|1
2020-04|32|WOJ. ZACHODNIOPOMORSKIE|K|26|1
2020-04|32|WOJ. ZACHODNIOPOMORSKIE|K|51|1
2020-04|32|WOJ. ZACHODNIOPOMORSKIE|K|36|2
2020-04|32|WOJ. ZACHODNIOPOMORSKIE|K|32|1
2020-04|32|WOJ. ZACHODNIOPOMORSKIE|K|19|2
2020-04|32|WOJ. ZACHODNIOPOMORSKIE|K|48|1
2020-04|32|WOJ. ZACHODNIOPOMORSKIE|K|27|2
2020-04|32|WOJ. ZACHODNIOPOMORSKIE|K|40|2
2020-04|32|WOJ. ZACHODNIOPOMORSKIE|K|24|2
2020-04|32|WOJ. ZACHODNIOPOMORSKIE|M|20|4
2020-04|32|WOJ. ZACHODNIOPOMORSKIE|M|42|1
2020-04|32|WOJ. ZACHODNIOPOMORSKIE|M|19|1
2020-04|32|WOJ. ZACHODNIOPOMORSKIE|M|18|5
2020-04|32|WOJ. ZACHODNIOPOMORSKIE|M|32|1
2020-04|32|WOJ. ZACHODNIOPOMORSKIE|M|21|1
2020-04|32|WOJ. ZACHODNIOPOMORSKIE|M|24|1
2020-04|32|WOJ. ZACHODNIOPOMORSKIE|M|31|1
2020-04|32|WOJ. ZACHODNIOPOMORSKIE|M|23|1
2020-04|32|WOJ. ZACHODNIOPOMORSKIE|M|33|1
2020-04|32|WOJ. ZACHODNIOPOMORSKIE|M|26|1
